date,count
2017-04-28,43
2017-07-21,31
2017-05-19,49
2017-02-10,71
2017-03-24,49
2017-06-30,40
2017-07-14,37
2017-06-23,45
2017-08-25,13
2017-08-18,21
2017-03-17,50
2017-03-03,50
2017-06-02,47
2017-05-26,53
2017-04-07,48
2017-04-21,38
2017-07-28,32
2017-06-16,48
2017-07-07,36
2017-02-24,47
2017-09-01,15
2017-08-11,24
2017-02-03,63
2017-05-05,37
2017-03-31,48
2017-05-12,47
2017-02-02,55
2017-03-10,48
2017-02-17,61
2017-06-09,54
2017-08-04,30
